Id,Store,DayOfWeek,Date,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,Promo2,date
4507,297,6,2015-09-12,1,0,0,0,a,a,2300.0,0,2010-09-01
5363,297,5,2015-09-11,1,0,0,1,a,a,2300.0,0,2010-09-01
6219,297,4,2015-09-10,1,0,0,1,a,a,2300.0,0,2010-09-01
7075,297,3,2015-09-09,1,0,0,1,a,a,2300.0,0,2010-09-01
7931,297,2,2015-09-08,1,0,0,1,a,a,2300.0,0,2010-09-01
8787,297,1,2015-09-07,1,0,0,1,a,a,2300.0,0,2010-09-01
9643,297,7,2015-09-06,0,0,0,0,a,a,2300.0,0,2010-09-01
10499,297,6,2015-09-05,1,0,0,0,a,a,2300.0,0,2010-09-01
11355,297,5,2015-09-04,1,1,0,1,a,a,2300.0,0,2010-09-01
12211,297,4,2015-09-03,1,1,0,1,a,a,2300.0,0,2010-09-01
13067,297,3,2015-09-02,1,1,0,1,a,a,2300.0,0,2010-09-01
13923,297,2,2015-09-01,1,1,0,1,a,a,2300.0,0,2010-09-01
14779,297,1,2015-08-31,1,1,0,1,a,a,2300.0,0,2010-09-01
15635,297,7,2015-08-30,0,0,0,0,a,a,2300.0,0,2010-09-01
16491,297,6,2015-08-29,1,0,0,0,a,a,2300.0,0,2010-09-01
17347,297,5,2015-08-28,1,0,0,1,a,a,2300.0,0,2010-09-01
18203,297,4,2015-08-27,1,0,0,1,a,a,2300.0,0,2010-09-01
19059,297,3,2015-08-26,1,0,0,1,a,a,2300.0,0,2010-09-01
19915,297,2,2015-08-25,1,0,0,1,a,a,2300.0,0,2010-09-01
20771,297,1,2015-08-24,1,0,0,1,a,a,2300.0,0,2010-09-01
21627,297,7,2015-08-23,0,0,0,0,a,a,2300.0,0,2010-09-01
22483,297,6,2015-08-22,1,0,0,0,a,a,2300.0,0,2010-09-01
23339,297,5,2015-08-21,1,1,0,1,a,a,2300.0,0,2010-09-01
24195,297,4,2015-08-20,1,1,0,1,a,a,2300.0,0,2010-09-01
25051,297,3,2015-08-19,1,1,0,1,a,a,2300.0,0,2010-09-01
25907,297,2,2015-08-18,1,1,0,1,a,a,2300.0,0,2010-09-01
26763,297,1,2015-08-17,1,1,0,1,a,a,2300.0,0,2010-09-01
27619,297,7,2015-08-16,0,0,0,0,a,a,2300.0,0,2010-09-01
28475,297,6,2015-08-15,1,0,0,0,a,a,2300.0,0,2010-09-01
29331,297,5,2015-08-14,1,0,0,1,a,a,2300.0,0,2010-09-01
30187,297,4,2015-08-13,1,0,0,1,a,a,2300.0,0,2010-09-01
31043,297,3,2015-08-12,1,0,0,1,a,a,2300.0,0,2010-09-01
31899,297,2,2015-08-11,1,0,0,1,a,a,2300.0,0,2010-09-01
32755,297,1,2015-08-10,1,0,0,1,a,a,2300.0,0,2010-09-01
33611,297,7,2015-08-09,0,0,0,0,a,a,2300.0,0,2010-09-01
34467,297,6,2015-08-08,1,0,0,0,a,a,2300.0,0,2010-09-01
35323,297,5,2015-08-07,1,1,0,1,a,a,2300.0,0,2010-09-01
36179,297,4,2015-08-06,1,1,0,1,a,a,2300.0,0,2010-09-01
37035,297,3,2015-08-05,1,1,0,1,a,a,2300.0,0,2010-09-01
37891,297,2,2015-08-04,1,1,0,1,a,a,2300.0,0,2010-09-01
38747,297,1,2015-08-03,1,1,0,1,a,a,2300.0,0,2010-09-01
39603,297,7,2015-08-02,0,0,0,0,a,a,2300.0,0,2010-09-01
40459,297,6,2015-08-01,1,0,0,0,a,a,2300.0,0,2010-09-01
228,298,4,2015-09-17,1,1,0,0,d,a,19840.0,0,2009-07-01
1084,298,3,2015-09-16,1,1,0,0,d,a,19840.0,0,2009-07-01
1940,298,2,2015-09-15,1,1,0,0,d,a,19840.0,0,2009-07-01
2796,298,1,2015-09-14,1,1,0,1,d,a,19840.0,0,2009-07-01
3652,298,7,2015-09-13,0,0,0,0,d,a,19840.0,0,2009-07-01
4508,298,6,2015-09-12,1,0,0,0,d,a,19840.0,0,2009-07-01
5364,298,5,2015-09-11,1,0,0,1,d,a,19840.0,0,2009-07-01
6220,298,4,2015-09-10,1,0,0,1,d,a,19840.0,0,2009-07-01
7076,298,3,2015-09-09,1,0,0,1,d,a,19840.0,0,2009-07-01
7932,298,2,2015-09-08,1,0,0,1,d,a,19840.0,0,2009-07-01
8788,298,1,2015-09-07,1,0,0,1,d,a,19840.0,0,2009-07-01
9644,298,7,2015-09-06,0,0,0,0,d,a,19840.0,0,2009-07-01
10500,298,6,2015-09-05,1,0,0,0,d,a,19840.0,0,2009-07-01
11356,298,5,2015-09-04,1,1,0,1,d,a,19840.0,0,2009-07-01
12212,298,4,2015-09-03,1,1,0,1,d,a,19840.0,0,2009-07-01
13068,298,3,2015-09-02,1,1,0,1,d,a,19840.0,0,2009-07-01
13924,298,2,2015-09-01,1,1,0,1,d,a,19840.0,0,2009-07-01
14780,298,1,2015-08-31,1,1,0,1,d,a,19840.0,0,2009-07-01
15636,298,7,2015-08-30,0,0,0,0,d,a,19840.0,0,2009-07-01
16492,298,6,2015-08-29,1,0,0,0,d,a,19840.0,0,2009-07-01
17348,298,5,2015-08-28,1,0,0,1,d,a,19840.0,0,2009-07-01
18204,298,4,2015-08-27,1,0,0,1,d,a,19840.0,0,2009-07-01
19060,298,3,2015-08-26,1,0,0,1,d,a,19840.0,0,2009-07-01
19916,298,2,2015-08-25,1,0,0,1,d,a,19840.0,0,2009-07-01
20772,298,1,2015-08-24,1,0,0,1,d,a,19840.0,0,2009-07-01
21628,298,7,2015-08-23,0,0,0,0,d,a,19840.0,0,2009-07-01
22484,298,6,2015-08-22,1,0,0,0,d,a,19840.0,0,2009-07-01
23340,298,5,2015-08-21,1,1,0,1,d,a,19840.0,0,2009-07-01
24196,298,4,2015-08-20,1,1,0,1,d,a,19840.0,0,2009-07-01
25052,298,3,2015-08-19,1,1,0,1,d,a,19840.0,0,2009-07-01
25908,298,2,2015-08-18,1,1,0,1,d,a,19840.0,0,2009-07-01
26764,298,1,2015-08-17,1,1,0,1,d,a,19840.0,0,2009-07-01
27620,298,7,2015-08-16,0,0,0,0,d,a,19840.0,0,2009-07-01
28476,298,6,2015-08-15,0,0,a,0,d,a,19840.0,0,2009-07-01
29332,298,5,2015-08-14,1,0,0,1,d,a,19840.0,0,2009-07-01
30188,298,4,2015-08-13,1,0,0,1,d,a,19840.0,0,2009-07-01
31044,298,3,2015-08-12,1,0,0,1,d,a,19840.0,0,2009-07-01
31900,298,2,2015-08-11,1,0,0,1,d,a,19840.0,0,2009-07-01
32756,298,1,2015-08-10,1,0,0,1,d,a,19840.0,0,2009-07-01
33612,298,7,2015-08-09,0,0,0,0,d,a,19840.0,0,2009-07-01
34468,298,6,2015-08-08,1,0,0,0,d,a,19840.0,0,2009-07-01
35324,298,5,2015-08-07,1,1,0,1,d,a,19840.0,0,2009-07-01
36180,298,4,2015-08-06,1,1,0,1,d,a,19840.0,0,2009-07-01
37036,298,3,2015-08-05,1,1,0,1,d,a,19840.0,0,2009-07-01
37892,298,2,2015-08-04,1,1,0,1,d,a,19840.0,0,2009-07-01
38748,298,1,2015-08-03,1,1,0,1,d,a,19840.0,0,2009-07-01
39604,298,7,2015-08-02,0,0,0,0,d,a,19840.0,0,2009-07-01
40460,298,6,2015-08-01,1,0,0,0,d,a,19840.0,0,2009-07-01
229,299,4,2015-09-17,1,1,0,0,d,c,38630.0,0,2012-09-01
1085,299,3,2015-09-16,1,1,0,0,d,c,38630.0,0,2012-09-01
1941,299,2,2015-09-15,1,1,0,0,d,c,38630.0,0,2012-09-01
2797,299,1,2015-09-14,1,1,0,0,d,c,38630.0,0,2012-09-01
3653,299,7,2015-09-13,1,0,0,0,d,c,38630.0,0,2012-09-01
4509,299,6,2015-09-12,1,0,0,0,d,c,38630.0,0,2012-09-01
5365,299,5,2015-09-11,1,0,0,0,d,c,38630.0,0,2012-09-01
6221,299,4,2015-09-10,1,0,0,0,d,c,38630.0,0,2012-09-01
7077,299,3,2015-09-09,1,0,0,0,d,c,38630.0,0,2012-09-01
7933,299,2,2015-09-08,1,0,0,0,d,c,38630.0,0,2012-09-01
8789,299,1,2015-09-07,1,0,0,0,d,c,38630.0,0,2012-09-01
9645,299,7,2015-09-06,1,0,0,0,d,c,38630.0,0,2012-09-01
10501,299,6,2015-09-05,1,0,0,0,d,c,38630.0,0,2012-09-01
11357,299,5,2015-09-04,1,1,0,0,d,c,38630.0,0,2012-09-01
12213,299,4,2015-09-03,1,1,0,0,d,c,38630.0,0,2012-09-01
13069,299,3,2015-09-02,1,1,0,0,d,c,38630.0,0,2012-09-01
13925,299,2,2015-09-01,1,1,0,0,d,c,38630.0,0,2012-09-01
14781,299,1,2015-08-31,1,1,0,0,d,c,38630.0,0,2012-09-01
15637,299,7,2015-08-30,1,0,0,0,d,c,38630.0,0,2012-09-01
16493,299,6,2015-08-29,1,0,0,0,d,c,38630.0,0,2012-09-01
17349,299,5,2015-08-28,1,0,0,1,d,c,38630.0,0,2012-09-01
18205,299,4,2015-08-27,1,0,0,1,d,c,38630.0,0,2012-09-01
19061,299,3,2015-08-26,1,0,0,1,d,c,38630.0,0,2012-09-01
19917,299,2,2015-08-25,1,0,0,1,d,c,38630.0,0,2012-09-01
20773,299,1,2015-08-24,1,0,0,1,d,c,38630.0,0,2012-09-01
21629,299,7,2015-08-23,1,0,0,0,d,c,38630.0,0,2012-09-01
22485,299,6,2015-08-22,1,0,0,0,d,c,38630.0,0,2012-09-01
23341,299,5,2015-08-21,1,1,0,1,d,c,38630.0,0,2012-09-01
24197,299,4,2015-08-20,1,1,0,1,d,c,38630.0,0,2012-09-01
25053,299,3,2015-08-19,1,1,0,1,d,c,38630.0,0,2012-09-01
25909,299,2,2015-08-18,1,1,0,1,d,c,38630.0,0,2012-09-01
26765,299,1,2015-08-17,1,1,0,1,d,c,38630.0,0,2012-09-01
27621,299,7,2015-08-16,1,0,0,0,d,c,38630.0,0,2012-09-01
28477,299,6,2015-08-15,1,0,0,0,d,c,38630.0,0,2012-09-01
29333,299,5,2015-08-14,1,0,0,1,d,c,38630.0,0,2012-09-01
30189,299,4,2015-08-13,1,0,0,1,d,c,38630.0,0,2012-09-01
31045,299,3,2015-08-12,1,0,0,1,d,c,38630.0,0,2012-09-01
31901,299,2,2015-08-11,1,0,0,1,d,c,38630.0,0,2012-09-01
32757,299,1,2015-08-10,1,0,0,1,d,c,38630.0,0,2012-09-01
33613,299,7,2015-08-09,1,0,0,0,d,c,38630.0,0,2012-09-01
34469,299,6,2015-08-08,1,0,0,0,d,c,38630.0,0,2012-09-01
35325,299,5,2015-08-07,1,1,0,1,d,c,38630.0,0,2012-09-01
36181,299,4,2015-08-06,1,1,0,1,d,c,38630.0,0,2012-09-01
37037,299,3,2015-08-05,1,1,0,1,d,c,38630.0,0,2012-09-01
37893,299,2,2015-08-04,1,1,0,1,d,c,38630.0,0,2012-09-01
38749,299,1,2015-08-03,1,1,0,1,d,c,38630.0,0,2012-09-01
39605,299,7,2015-08-02,1,0,0,0,d,c,38630.0,0,2012-09-01
40461,299,6,2015-08-01,1,0,0,0,d,c,38630.0,0,2012-09-01
230,300,4,2015-09-17,1,1,0,0,a,c,120.0,1,2009-04-01
1086,300,3,2015-09-16,1,1,0,0,a,c,120.0,1,2009-04-01
1942,300,2,2015-09-15,1,1,0,0,a,c,120.0,1,2009-04-01
2798,300,1,2015-09-14,1,1,0,0,a,c,120.0,1,2009-04-01
3654,300,7,2015-09-13,0,0,0,0,a,c,120.0,1,2009-04-01
4510,300,6,2015-09-12,1,0,0,0,a,c,120.0,1,2009-04-01
5366,300,5,2015-09-11,1,0,0,0,a,c,120.0,1,2009-04-01
6222,300,4,2015-09-10,1,0,0,0,a,c,120.0,1,2009-04-01
7078,300,3,2015-09-09,1,0,0,0,a,c,120.0,1,2009-04-01
7934,300,2,2015-09-08,1,0,0,0,a,c,120.0,1,2009-04-01
8790,300,1,2015-09-07,1,0,0,0,a,c,120.0,1,2009-04-01
9646,300,7,2015-09-06,0,0,0,0,a,c,120.0,1,2009-04-01
10502,300,6,2015-09-05,1,0,0,0,a,c,120.0,1,2009-04-01
11358,300,5,2015-09-04,1,1,0,1,a,c,120.0,1,2009-04-01
12214,300,4,2015-09-03,1,1,0,1,a,c,120.0,1,2009-04-01
13070,300,3,2015-09-02,1,1,0,1,a,c,120.0,1,2009-04-01
13926,300,2,2015-09-01,1,1,0,1,a,c,120.0,1,2009-04-01
14782,300,1,2015-08-31,1,1,0,1,a,c,120.0,1,2009-04-01
15638,300,7,2015-08-30,0,0,0,1,a,c,120.0,1,2009-04-01
16494,300,6,2015-08-29,1,0,0,1,a,c,120.0,1,2009-04-01
17350,300,5,2015-08-28,1,0,0,1,a,c,120.0,1,2009-04-01
18206,300,4,2015-08-27,1,0,0,1,a,c,120.0,1,2009-04-01
19062,300,3,2015-08-26,1,0,0,1,a,c,120.0,1,2009-04-01
19918,300,2,2015-08-25,1,0,0,1,a,c,120.0,1,2009-04-01
20774,300,1,2015-08-24,1,0,0,1,a,c,120.0,1,2009-04-01
21630,300,7,2015-08-23,0,0,0,1,a,c,120.0,1,2009-04-01
22486,300,6,2015-08-22,1,0,0,1,a,c,120.0,1,2009-04-01
23342,300,5,2015-08-21,1,1,0,1,a,c,120.0,1,2009-04-01
24198,300,4,2015-08-20,1,1,0,1,a,c,120.0,1,2009-04-01
25054,300,3,2015-08-19,1,1,0,1,a,c,120.0,1,2009-04-01
25910,300,2,2015-08-18,1,1,0,1,a,c,120.0,1,2009-04-01
26766,300,1,2015-08-17,1,1,0,1,a,c,120.0,1,2009-04-01
27622,300,7,2015-08-16,0,0,0,1,a,c,120.0,1,2009-04-01
28478,300,6,2015-08-15,1,0,0,1,a,c,120.0,1,2009-04-01
29334,300,5,2015-08-14,1,0,0,1,a,c,120.0,1,2009-04-01
30190,300,4,2015-08-13,1,0,0,1,a,c,120.0,1,2009-04-01
31046,300,3,2015-08-12,1,0,0,1,a,c,120.0,1,2009-04-01
31902,300,2,2015-08-11,1,0,0,1,a,c,120.0,1,2009-04-01
32758,300,1,2015-08-10,1,0,0,1,a,c,120.0,1,2009-04-01
33614,300,7,2015-08-09,0,0,0,1,a,c,120.0,1,2009-04-01
34470,300,6,2015-08-08,1,0,0,1,a,c,120.0,1,2009-04-01
35326,300,5,2015-08-07,1,1,0,1,a,c,120.0,1,2009-04-01
36182,300,4,2015-08-06,1,1,0,1,a,c,120.0,1,2009-04-01
37038,300,3,2015-08-05,1,1,0,1,a,c,120.0,1,2009-04-01
37894,300,2,2015-08-04,1,1,0,1,a,c,120.0,1,2009-04-01
38750,300,1,2015-08-03,1,1,0,1,a,c,120.0,1,2009-04-01
39606,300,7,2015-08-02,0,0,0,1,a,c,120.0,1,2009-04-01
40462,300,6,2015-08-01,1,0,0,1,a,c,120.0,1,2009-04-01
231,301,4,2015-09-17,1,1,0,0,a,c,4510.0,0,2015-03-01
1087,301,3,2015-09-16,1,1,0,0,a,c,4510.0,0,2015-03-01
1943,301,2,2015-09-15,1,1,0,0,a,c,4510.0,0,2015-03-01
2799,301,1,2015-09-14,1,1,0,0,a,c,4510.0,0,2015-03-01
3655,301,7,2015-09-13,0,0,0,0,a,c,4510.0,0,2015-03-01
4511,301,6,2015-09-12,1,0,0,0,a,c,4510.0,0,2015-03-01
5367,301,5,2015-09-11,1,0,0,0,a,c,4510.0,0,2015-03-01
6223,301,4,2015-09-10,1,0,0,0,a,c,4510.0,0,2015-03-01
7079,301,3,2015-09-09,1,0,0,0,a,c,4510.0,0,2015-03-01
7935,301,2,2015-09-08,1,0,0,0,a,c,4510.0,0,2015-03-01
8791,301,1,2015-09-07,1,0,0,0,a,c,4510.0,0,2015-03-01
9647,301,7,2015-09-06,0,0,0,0,a,c,4510.0,0,2015-03-01
10503,301,6,2015-09-05,1,0,0,0,a,c,4510.0,0,2015-03-01
11359,301,5,2015-09-04,1,1,0,0,a,c,4510.0,0,2015-03-01
12215,301,4,2015-09-03,1,1,0,0,a,c,4510.0,0,2015-03-01
13071,301,3,2015-09-02,1,1,0,0,a,c,4510.0,0,2015-03-01
13927,301,2,2015-09-01,1,1,0,0,a,c,4510.0,0,2015-03-01
14783,301,1,2015-08-31,1,1,0,0,a,c,4510.0,0,2015-03-01
15639,301,7,2015-08-30,0,0,0,0,a,c,4510.0,0,2015-03-01
16495,301,6,2015-08-29,1,0,0,0,a,c,4510.0,0,2015-03-01
17351,301,5,2015-08-28,1,0,0,1,a,c,4510.0,0,2015-03-01
18207,301,4,2015-08-27,1,0,0,1,a,c,4510.0,0,2015-03-01
19063,301,3,2015-08-26,1,0,0,1,a,c,4510.0,0,2015-03-01
19919,301,2,2015-08-25,1,0,0,1,a,c,4510.0,0,2015-03-01
20775,301,1,2015-08-24,1,0,0,1,a,c,4510.0,0,2015-03-01
21631,301,7,2015-08-23,0,0,0,0,a,c,4510.0,0,2015-03-01
22487,301,6,2015-08-22,1,0,0,0,a,c,4510.0,0,2015-03-01
23343,301,5,2015-08-21,1,1,0,1,a,c,4510.0,0,2015-03-01
24199,301,4,2015-08-20,1,1,0,1,a,c,4510.0,0,2015-03-01
25055,301,3,2015-08-19,1,1,0,1,a,c,4510.0,0,2015-03-01
25911,301,2,2015-08-18,1,1,0,1,a,c,4510.0,0,2015-03-01
26767,301,1,2015-08-17,1,1,0,1,a,c,4510.0,0,2015-03-01
27623,301,7,2015-08-16,0,0,0,0,a,c,4510.0,0,2015-03-01
28479,301,6,2015-08-15,1,0,0,0,a,c,4510.0,0,2015-03-01
29335,301,5,2015-08-14,1,0,0,1,a,c,4510.0,0,2015-03-01
30191,301,4,2015-08-13,1,0,0,1,a,c,4510.0,0,2015-03-01
31047,301,3,2015-08-12,1,0,0,1,a,c,4510.0,0,2015-03-01
31903,301,2,2015-08-11,1,0,0,1,a,c,4510.0,0,2015-03-01
32759,301,1,2015-08-10,1,0,0,1,a,c,4510.0,0,2015-03-01
33615,301,7,2015-08-09,0,0,0,0,a,c,4510.0,0,2015-03-01
34471,301,6,2015-08-08,1,0,0,0,a,c,4510.0,0,2015-03-01
35327,301,5,2015-08-07,1,1,0,1,a,c,4510.0,0,2015-03-01
36183,301,4,2015-08-06,1,1,0,1,a,c,4510.0,0,2015-03-01
37039,301,3,2015-08-05,1,1,0,1,a,c,4510.0,0,2015-03-01
37895,301,2,2015-08-04,1,1,0,1,a,c,4510.0,0,2015-03-01
38751,301,1,2015-08-03,1,1,0,1,a,c,4510.0,0,2015-03-01
39607,301,7,2015-08-02,0,0,0,0,a,c,4510.0,0,2015-03-01
40463,301,6,2015-08-01,1,0,0,0,a,c,4510.0,0,2015-03-01
232,302,4,2015-09-17,1,1,0,0,d,c,2190.0,1,2007-12-01
1088,302,3,2015-09-16,1,1,0,0,d,c,2190.0,1,2007-12-01
1944,302,2,2015-09-15,1,1,0,0,d,c,2190.0,1,2007-12-01
2800,302,1,2015-09-14,1,1,0,0,d,c,2190.0,1,2007-12-01
3656,302,7,2015-09-13,0,0,0,0,d,c,2190.0,1,2007-12-01
4512,302,6,2015-09-12,1,0,0,0,d,c,2190.0,1,2007-12-01
5368,302,5,2015-09-11,1,0,0,0,d,c,2190.0,1,2007-12-01
6224,302,4,2015-09-10,1,0,0,0,d,c,2190.0,1,2007-12-01
7080,302,3,2015-09-09,1,0,0,0,d,c,2190.0,1,2007-12-01
7936,302,2,2015-09-08,1,0,0,0,d,c,2190.0,1,2007-12-01
8792,302,1,2015-09-07,1,0,0,0,d,c,2190.0,1,2007-12-01
9648,302,7,2015-09-06,0,0,0,0,d,c,2190.0,1,2007-12-01
10504,302,6,2015-09-05,1,0,0,0,d,c,2190.0,1,2007-12-01
11360,302,5,2015-09-04,1,1,0,1,d,c,2190.0,1,2007-12-01
12216,302,4,2015-09-03,1,1,0,1,d,c,2190.0,1,2007-12-01
13072,302,3,2015-09-02,1,1,0,1,d,c,2190.0,1,2007-12-01
13928,302,2,2015-09-01,1,1,0,1,d,c,2190.0,1,2007-12-01
14784,302,1,2015-08-31,1,1,0,1,d,c,2190.0,1,2007-12-01
15640,302,7,2015-08-30,0,0,0,1,d,c,2190.0,1,2007-12-01
16496,302,6,2015-08-29,1,0,0,1,d,c,2190.0,1,2007-12-01
17352,302,5,2015-08-28,1,0,0,1,d,c,2190.0,1,2007-12-01
18208,302,4,2015-08-27,1,0,0,1,d,c,2190.0,1,2007-12-01
19064,302,3,2015-08-26,1,0,0,1,d,c,2190.0,1,2007-12-01
19920,302,2,2015-08-25,1,0,0,1,d,c,2190.0,1,2007-12-01
20776,302,1,2015-08-24,1,0,0,1,d,c,2190.0,1,2007-12-01
21632,302,7,2015-08-23,0,0,0,1,d,c,2190.0,1,2007-12-01
22488,302,6,2015-08-22,1,0,0,1,d,c,2190.0,1,2007-12-01
23344,302,5,2015-08-21,1,1,0,1,d,c,2190.0,1,2007-12-01
24200,302,4,2015-08-20,1,1,0,1,d,c,2190.0,1,2007-12-01
25056,302,3,2015-08-19,1,1,0,1,d,c,2190.0,1,2007-12-01
25912,302,2,2015-08-18,1,1,0,1,d,c,2190.0,1,2007-12-01
26768,302,1,2015-08-17,1,1,0,1,d,c,2190.0,1,2007-12-01
27624,302,7,2015-08-16,0,0,0,1,d,c,2190.0,1,2007-12-01
28480,302,6,2015-08-15,1,0,0,1,d,c,2190.0,1,2007-12-01
29336,302,5,2015-08-14,1,0,0,1,d,c,2190.0,1,2007-12-01
30192,302,4,2015-08-13,1,0,0,1,d,c,2190.0,1,2007-12-01
31048,302,3,2015-08-12,1,0,0,1,d,c,2190.0,1,2007-12-01
31904,302,2,2015-08-11,1,0,0,1,d,c,2190.0,1,2007-12-01
32760,302,1,2015-08-10,1,0,0,1,d,c,2190.0,1,2007-12-01
33616,302,7,2015-08-09,0,0,0,1,d,c,2190.0,1,2007-12-01
34472,302,6,2015-08-08,1,0,0,1,d,c,2190.0,1,2007-12-01
35328,302,5,2015-08-07,1,1,0,1,d,c,2190.0,1,2007-12-01
36184,302,4,2015-08-06,1,1,0,1,d,c,2190.0,1,2007-12-01
37040,302,3,2015-08-05,1,1,0,1,d,c,2190.0,1,2007-12-01
37896,302,2,2015-08-04,1,1,0,1,d,c,2190.0,1,2007-12-01
38752,302,1,2015-08-03,1,1,0,1,d,c,2190.0,1,2007-12-01
39608,302,7,2015-08-02,0,0,0,1,d,c,2190.0,1,2007-12-01
40464,302,6,2015-08-01,1,0,0,1,d,c,2190.0,1,2007-12-01
233,303,4,2015-09-17,1,1,0,0,a,a,15430.0,1,2012-11-01
1089,303,3,2015-09-16,1,1,0,0,a,a,15430.0,1,2012-11-01
1945,303,2,2015-09-15,1,1,0,0,a,a,15430.0,1,2012-11-01
2801,303,1,2015-09-14,1,1,0,0,a,a,15430.0,1,2012-11-01
3657,303,7,2015-09-13,0,0,0,0,a,a,15430.0,1,2012-11-01
4513,303,6,2015-09-12,1,0,0,0,a,a,15430.0,1,2012-11-01
5369,303,5,2015-09-11,1,0,0,0,a,a,15430.0,1,2012-11-01
6225,303,4,2015-09-10,1,0,0,0,a,a,15430.0,1,2012-11-01
7081,303,3,2015-09-09,1,0,0,0,a,a,15430.0,1,2012-11-01
7937,303,2,2015-09-08,1,0,0,0,a,a,15430.0,1,2012-11-01
8793,303,1,2015-09-07,1,0,0,0,a,a,15430.0,1,2012-11-01
9649,303,7,2015-09-06,0,0,0,0,a,a,15430.0,1,2012-11-01
10505,303,6,2015-09-05,1,0,0,0,a,a,15430.0,1,2012-11-01
11361,303,5,2015-09-04,1,1,0,0,a,a,15430.0,1,2012-11-01
12217,303,4,2015-09-03,1,1,0,0,a,a,15430.0,1,2012-11-01
13073,303,3,2015-09-02,1,1,0,0,a,a,15430.0,1,2012-11-01
13929,303,2,2015-09-01,1,1,0,0,a,a,15430.0,1,2012-11-01
14785,303,1,2015-08-31,1,1,0,0,a,a,15430.0,1,2012-11-01
15641,303,7,2015-08-30,0,0,0,0,a,a,15430.0,1,2012-11-01
16497,303,6,2015-08-29,1,0,0,0,a,a,15430.0,1,2012-11-01
17353,303,5,2015-08-28,1,0,0,0,a,a,15430.0,1,2012-11-01
18209,303,4,2015-08-27,1,0,0,0,a,a,15430.0,1,2012-11-01
19065,303,3,2015-08-26,1,0,0,0,a,a,15430.0,1,2012-11-01
19921,303,2,2015-08-25,1,0,0,0,a,a,15430.0,1,2012-11-01
20777,303,1,2015-08-24,1,0,0,0,a,a,15430.0,1,2012-11-01
21633,303,7,2015-08-23,0,0,0,0,a,a,15430.0,1,2012-11-01
22489,303,6,2015-08-22,1,0,0,0,a,a,15430.0,1,2012-11-01
23345,303,5,2015-08-21,1,1,0,0,a,a,15430.0,1,2012-11-01
24201,303,4,2015-08-20,1,1,0,0,a,a,15430.0,1,2012-11-01
25057,303,3,2015-08-19,1,1,0,0,a,a,15430.0,1,2012-11-01
25913,303,2,2015-08-18,1,1,0,0,a,a,15430.0,1,2012-11-01
26769,303,1,2015-08-17,1,1,0,0,a,a,15430.0,1,2012-11-01
27625,303,7,2015-08-16,0,0,0,0,a,a,15430.0,1,2012-11-01
28481,303,6,2015-08-15,1,0,0,0,a,a,15430.0,1,2012-11-01
29337,303,5,2015-08-14,1,0,0,0,a,a,15430.0,1,2012-11-01
30193,303,4,2015-08-13,1,0,0,0,a,a,15430.0,1,2012-11-01
31049,303,3,2015-08-12,1,0,0,0,a,a,15430.0,1,2012-11-01
31905,303,2,2015-08-11,1,0,0,1,a,a,15430.0,1,2012-11-01
32761,303,1,2015-08-10,1,0,0,1,a,a,15430.0,1,2012-11-01
33617,303,7,2015-08-09,0,0,0,0,a,a,15430.0,1,2012-11-01
34473,303,6,2015-08-08,1,0,0,0,a,a,15430.0,1,2012-11-01
35329,303,5,2015-08-07,1,1,0,1,a,a,15430.0,1,2012-11-01
36185,303,4,2015-08-06,1,1,0,1,a,a,15430.0,1,2012-11-01
37041,303,3,2015-08-05,1,1,0,1,a,a,15430.0,1,2012-11-01
37897,303,2,2015-08-04,1,1,0,1,a,a,15430.0,1,2012-11-01
38753,303,1,2015-08-03,1,1,0,1,a,a,15430.0,1,2012-11-01
39609,303,7,2015-08-02,0,0,0,0,a,a,15430.0,1,2012-11-01
40465,303,6,2015-08-01,1,0,0,0,a,a,15430.0,1,2012-11-01
234,304,4,2015-09-17,1,1,0,0,a,a,1950.0,0,2015-07-01
1090,304,3,2015-09-16,1,1,0,0,a,a,1950.0,0,2015-07-01
1946,304,2,2015-09-15,1,1,0,0,a,a,1950.0,0,2015-07-01
2802,304,1,2015-09-14,1,1,0,0,a,a,1950.0,0,2015-07-01
3658,304,7,2015-09-13,0,0,0,0,a,a,1950.0,0,2015-07-01
4514,304,6,2015-09-12,1,0,0,0,a,a,1950.0,0,2015-07-01
5370,304,5,2015-09-11,1,0,0,0,a,a,1950.0,0,2015-07-01
6226,304,4,2015-09-10,1,0,0,0,a,a,1950.0,0,2015-07-01
7082,304,3,2015-09-09,1,0,0,0,a,a,1950.0,0,2015-07-01
7938,304,2,2015-09-08,1,0,0,0,a,a,1950.0,0,2015-07-01
8794,304,1,2015-09-07,1,0,0,0,a,a,1950.0,0,2015-07-01
9650,304,7,2015-09-06,0,0,0,0,a,a,1950.0,0,2015-07-01
10506,304,6,2015-09-05,1,0,0,0,a,a,1950.0,0,2015-07-01
11362,304,5,2015-09-04,1,1,0,0,a,a,1950.0,0,2015-07-01
12218,304,4,2015-09-03,1,1,0,0,a,a,1950.0,0,2015-07-01
13074,304,3,2015-09-02,1,1,0,1,a,a,1950.0,0,2015-07-01
13930,304,2,2015-09-01,1,1,0,1,a,a,1950.0,0,2015-07-01
14786,304,1,2015-08-31,1,1,0,1,a,a,1950.0,0,2015-07-01
